ENTREZID	Normal	Normal	Normal	Normal	Normal	Normal	Cancer	Cancer	Cancer	Cancer	Cancer	Cancer	Cancer
641654	0	0	0	0	0	0	0	0	0	0	0	0	0
641649	0.419568344	0.430157448	1.426491357	0.742109835	0.485663639	0.438278428	4.901473575	1.443838232	1.704130774	1.900053306	0.939952442	0.402411434	0.602254664
641648	0	0	0	0	0	0	0	0	0	0	0	0	0
641518	0	0.003433136	0	0.003664145	0	0	0.053881194	0.011960346	0.033770851	0.077533892	0.024705401	0	0.011894456
641517	0	0	0	0	0	0	0	0	0	0	0	0	0
641516	0	0.012722486	0.009221256	0.016973195	0.04493929	0.01792188	0.532459925	0.059096733	0	0.059859258	0.007629422	0	0.123970424
641515	0.01376301	0.00586321	0	0.006257733	0	0.013214995	0	0	0	0.058850952	0.049224706	0.01740898	0.020313699
641467	0.003729058	0.004765872	0	0	0.011222906	0.032225169	0.01869944	0.071947751	0.028128374	0.035877461	0.034295985	0	0.012383893
641455	0	0	0	0	0	0	0.019316887	0	0	0	0	0	0
641451	0	0	0	0	0	0	0	0	0	0	0.154376588	0	0
641384	0	0	0	0	0	0	0	0.061860495	0.014971484	0.009547989	0.027381344	0	0.006591396
641372	0.359606624	0.055707927	0.121131291	0.26755379	0.098387794	0.078474505	0.018214698	0.226420915	0.06849802	0.069894834	0.050110405	0.268786997	0.386011786
641371	1.234198383	3.606746826	6.315833606	6.272016529	4.46183572	2.243656199	4.792634721	9.158613643	4.465575038	2.316934171	3.056890748	8.196042038	2.724116781
641367	0	0	0	0	0	0.023592208	0	0	0	0	0.025108263	0	0
641365	0	0	0	0	0	0	0.0091112	0.016179761	0	0.008740548	0	0	0
641364	0.002092412	0.008022538	0	0	0	0.003013645	0	0.062108642	0	0.02013121	0.003207305	0	0.006948729
641339	0.216137461	0.18061295	0.161710176	0.206939991	0.356514984	0.209526803	0.132004438	0.484251663	0.310912323	0.529864925	0.633932039	0.386432765	0.517625984
641311	0.066194365	0.031724556	0.168622325	0.033859236	0.024902174	0.071503471	0.013830544	0.04912084	0	0.013267906	0	0.172693058	0.036637672
641298	0.007318395	0.004676588	0.006779181	0.007486899	0.011012656	0.010540487	0	0.01629228	0.013800708	0.005867555	0.008413371	0.003471419	0.012151893
619571	0	0	0	0	0	0	0	0	0	0	0	0	0
619570	0	0	0	0	0	0	0	0	0	0	0	0	0
619569	0	0	0	0	0	0	0	0	0	0	0	0	0
619568	0	0	0	0	0	0	0	0	0	0	0	0	0
619567	0	0	0	0	0	0	0	0	0	0	0	0	0
619565	0	0	0	0	0	0	0	0	0	0	0	0	0
619564	0	0.205945244	0.597076323	0	0	0	0	0.717471273	0	0.258392463	0.24700254	0	0
619563	0	0	0	0	0	0	0	0	0	0	0	0	0
619562	0	0	0	0	0	0	0	0	0	0	0	0	0
619556	0	0	0	0	0	0	0	0.17393243	0	0	0	0	0
619555	0	0	0	0	0	0	0	0	0	0	0	0	0
619554	0	0	0	0.15700205	0	0	0	0	0	0	0	0	0
619553	0.384864365	0.305369736	0.460489265	0.262483836	0.284744075	0.457305567	0.356497369	1.615998655	0.649152298	1.524833742	1.170028204	0.282963597	1.599403692
619552	0	0	0	0.15700205	0	0	0	0	0	0	0	0	0
619518	0.054041493	0.025115274	0.036407093	0.100519605	0.029571331	0.028303457	0.008211886	0.12395337	0.277933847	0.063022552	0.112958479	0.037286001	0.087014471
619505	0	0	0	0	0	0	0	0	0	0	0	0	0
619499	0	0	0	0	0	0	0	0	0	0	0	0	0
619455	0	0	0	0	0	0	0	0	0	0.012260615	0	0	0.245457191
619434	0	0	0	0	0	0	0	0	0	0.01976233	0	0	0
619383	0.14607765	0.840116575	0.338286868	0.348695772	0.549540889	1.26235023	0.54938212	0.379399351	0.229555686	0.76126958	0.727712866	0.346453495	1.051075648
619373	0.13641643	0.043586295	0.315913398	0.023259563	0.076979339	0.085958648	0.128261831	0.354306802	1.950798229	0.12304403	0.130689175	0.03235399	0.132133085
619351	0.012431391	0	0	0	0	0	0	0.02767488	0	0	0.009527581	0	0.013761209
619344	0	0	0	0	0	0	0	0	0	0	0	0	0
619343	0.047723656	0.028971473	0.017682964	0.035803152	0.071814136	0.015465397	0	0.008853571	0.00149992	0	0.171907367	0.004527463	0.001320719
619279	0.881298493	0.585121615	0.606306181	0.355012099	0.643696635	1.208690392	0.495339534	0.455112375	1.557167013	4.180283186	2.460808889	1.336412962	2.557789444
619208	2.960499383	2.734058761	1.784419997	1.638797651	2.105413673	1.847215177	3.677478026	0.797503788	0.33139789	0.62591332	2.043623062	3.933929708	2.356884292
619207	0.110979829	0.037000767	0.017878767	0.078980944	0.140378043	0.113510459	0.061834525	0.152774087	0.024264451	0.077372665	0.318036958	0.033569031	0.103266581
619189	0	0	0	0.011813389	0	0	0	0.006426795	0.005443947	0	0	0	0
613227	0.034747581	0.044408678	0.128749611	0.142190536	0	0	0.058080829	0.051570262	0.043683643	0.111436103	0.053262003	0.461502203	0.115393854
613212	0.067365738	0	0	0	0	0	0	0	0	0	0	0	0
613211	0	0	0	0	0	0	0	0	0	0	0	0	0
613210	0	0	0	0	0	0	0	0	0	0	0	0	0
613209	0	0	0	0	0	0	0	0	0	0	0	0	0
613126	0.039236447	0.016715204	0	0.023786581	0.013120591	0.025116088	0.131168	0.019410789	0.054807682	0.041943991	0.040095103	0.041358838	0.082041375
613038	0	0	0	0	0	0	0.007960099	0.007067812	0	0.01527255	0.007299669	0	0.005271656
613037	0.002478153	0	0	0.003380283	0.007458206	0.007138434	0	0.003677925	0.006230923	0.00397374	0.015194312	0	0.005486495
606553	0.471634852	0.326498557	0.606784881	0.375273194	0.354855976	0.877407175	0.131390168	0.223602158	0.708216618	1.481029972	1.034197628	1.21800937	0.862893503
606495	0.202427905	0.102956123	0.068882383	0.09861369	0.136764446	0.199325998	0.248590788	0.714290687	0.264873643	0.241790095	0.788381766	0.105817922	0.464170127
606293	0	0	0	0	0	0	0	0	0	0.0216228	0.031004503	0	0
595135	0.045575489	0.00832102	0.012062148	0.035523696	0.039189482	0.028131921	0	0.125617866	0.008185167	0.041760398	0.019959801	0	0.057658074
595101	0.02959818	0.020633212	0.054834812	0.018351315	0.016196029	0.031003244	0.013492791	0.075875345	0.023679069	0.017258524	0.041244423	0.005105326	0.116164591
595100	0	0	0	0	0	0	0	0	0	0	0	0	0
595099	0	0	0	0	0	0	0	0	0	0	0	0	0
595098	0	0	0	0	0	0	0	0	0	0	0	0	0
595097	0	0	0	0	0	0	0	0	0	0	0	0	0
594857	0	0	0	0	0	0	0	0	0	0	0	0	0
594855	0	0	0	0	0	0	0	0	0	0	0	0	0
594840	0	0	0	0	0	0	0	0	0	0	0	0	0
594839	0.991642509	1.901033019	1.837157916	1.08210644	0.59688595	0.856941598	5.304120026	7.358679724	1.620663144	2.703182692	3.648037517	1.693358082	1.317265221
594838	0.848115304	0.867137869	0.314250696	0.462742885	2.04197825	0	0.283526153	7.300584884	0.639735452	1.359960333	0.780008022	0	0.751072275
594837	0.176593872	0.225693418	0.327165108	0	0	0	0	2.88298959	0	0.283169823	0.270687715	0.335063243	0.39096913
574538	0	0.006058327	0.017564297	0	0.021399662	0.003413691	0.003961755	0.017588313	0	0	0.007266116	0.017988319	0.002623713
574537	0	0	0	0	0	0	0	0	0	0	0	0	0
574518	0	0	0	0	0	0	0	0	0	0	0	0	0
574517	0	0	0	0	0	0	0	0	0	0	0	0	0
574516	0	0	0	0	0	0	0	0	0	0	0	0	0
574515	0	0	0	0	0	0	0	0	0	0	0	0	0
574514	0	0	0	0	0	0	0	0	0	0	0	0	0
574513	0	0	0	0	0	0	0	0	0	0	0	0	0
574512	0	0	0	0	0	0	0	0	0	0	0	0	0
574511	0	0	0	0	0	0	0	0.154294897	0	0	0	0	0
574510	0	0	0	0	0	0	0	0	0	0	0	0	0
574509	0.099932966	0.127717981	0	0	0	0	0	0	0	0	0	0	0
574508	0	0	0	0	0	0	0	0	0	0	0	0	0
574507	0	0	0	0	0	0	0	0	0	0	0	0	0
574506	0	0	0	0	0	0	0	0	0	0	0	0	0
574505	0	0	0	0	0	0	0	0	0	0	0	0	0
574504	0	0	0	0	0	0	0	0	0	0	0	0	0
574503	0	0	0	0	0	0	0	0	0	0	0	0	0
574502	0	0	0	0	0	0	0	0	0	0	0	0	0
574501	0	0	0	0	0	0	0	0	0	0.169437681	0.161968879	0	0
574500	0	0	0	0	0	0	0	0	0.007238335	0.009232424	0	0.010924349	0.038241286
574499	0	0	0	0	0	0	0	0	0	0	0	0	0
574498	0	0	0	0	0	0	0	0	0	0	0	0	0
574497	0	0	0	0	0	0	0	0	0	0	0	0	0
574496	0	0	0	0	0	0	0	0	0	0	0	0	0
574494	0	0	0	0	0	0	0	0	0	0	0	0	0
574493	0	0	0	0	0	0	0	0	0	0	0	0	0
574492	0	0	0	0	0	0	0	0	0	0	0	0	0
574491	0	0	0	0	0	0	0	0	0	0	0	0	0
574490	0	0	0	0	0	0	0	0	0	0	0	0	0
574488	0	0	0	0	0	0	0	0	0	0	0	0	0
574487	0	0	0	0	0	0	0	0	0	0	0	0	0
574486	0	0	0	0	0	0	0	0	0	0	0	0	0
574485	0	0	0	0	0	0	0	0	0	0	0	0	0
574484	0	0	0	0	0	0	0	0	0	0	0	0	0
574483	0	0	0	0	0	0	0	0	0	0	0	0	0
574482	0	0	0	0	0	0	0	0	0	0	0	0	0
574481	0	0	0	0	0	0	0	0	0	0	0	0	0
574480	0	0	0	0	0	0	0	0	0	0	0	0	0
574479	0	0	0	0	0	0	0	0	0	0	0	0	0
574476	0	0	0	0	0	0	0	0	0	0	0	0	0
574475	0	0	0	0	0	0	0	0	0	0	0	0	0
574474	0	0	0	0	0	0	0	0	0	0	0	0	0
574473	0	0	0	0	0	0	0	0	0	0	0	0	0
574472	0	0	0	0	0	0	0	0	0	0	0	0	0
574470	0	0	0	0	0	0	0	0	0	0	0	0	0
574469	0	0	0	0	0	0	0	0	0	0	0	0	0
574468	0	0	0	0	0	0	0	0	0	0	0	0	0
574467	0	0	0	0	0	0	0	0	0	0	0	0	0
574466	0	0	0	0	0	0	0	0	0	0	0	0	0
574465	0	0	0	0	0	0	0	0	0	0	0	0	0
574463	0	0	0	0	0	0	0	0	0	0	0	0	0
574462	0	0	0	0	0	0	0	0	0	0	0	0	0
574461	0	0	0	0	0	0	0	0	0	0	0	0	0
574460	0	0	0	0	0	0	0	0	0	0	0	0	0
574459	0	0	0	0	0	0	0	0	0	0	0	0	0
574458	0	0	0	0	0	0	0	0	0	0	0	0	0
574457	0	0	0	0	0	0	0	0	0	0	0	0	0
574456	0.157702648	0.150090235	0.317031676	0.215111607	0.131277623	0.178808307	0.02804267	0.084657377	0.147639797	0.059184114	0.169725848	0.846728013	0.486574412
574455	0	0	0	0	0	0	0	0	0	0	0	0	0
574454	0	0	0	0	0	0	0	0	0	0	0	0	0
574453	0	0	0	0	0	0	0	0	0	0	0	0	0
574452	0	0	0	0	0	0	0	0	0	0	0	0	0
574451	0	0	0	0	0	0	0	0	0	0	0	0	0
574450	0	0	0	0	0	0	0	0	0	0	0	0	0
574448	0	0	0	0	0	0	0	0	2.050474051	0	0.024039177	0	0
574447	0.585970574	0.149778359	0	0	0.352705334	0	1.567126371	0.17393243	0.147333013	0.375843583	0.179638211	0	0.129730666
574445	0	0	0	0	0	0	0	0	0	0	0	0	0
574444	0	0	0	0.159856633	0	0	0.195890796	0	0	0	0.179638211	0	0
574443	0	0	0	0	0	0	0	0	0	0	0	0	0
574442	0	0	0	0	0	0	0	0	0	0	0	0	0
574441	0	0	0	0	0	0	0	0	0	0	0	0	0
574436	0	0	0	0	0	0	0	0	0	0	0	0	0
574434	0	0	0	0	0	0	0	0.177153401	0	0	0	0	0
574433	0	0	0	0	0	0	0	0	0	0	0	0	0
574432	0.020111315	0.025702995	0.037259053	0.027432496	0	0.028965785	0.201697232	0.238783991	0.151700138	0.257989355	0.0616543	0.114475585	0.333940091
574414	0	0	0	0	0	0	0	0	0	0.016819688	0.048234833	0	0
574413	0	0	0	0	0	0	0	0	0	0	0	0	0
574412	0.061693947	0.109700338	0.072056652	0.144522903	0.100909246	0.212482051	0.457323083	2.390575666	0.851472001	3.142000738	0.289865653	5.343861336	2.029504807
574411	0	0	0	0	0	0	0	0	0	0	0	0	0
574410	0	0	0	0	0	0	0	0	0	0	0	0	0
574409	0	0	0	0	0	0	0	0	0	0	0	0	0
574408	0	0	0	0	0	0	0	0	0	0	0	0	0
574407	0.03888261	0.013552744	0	0.01446468	0.042552878	0.020364209	0.129985119	0.062953334	0.035550604	0.005668055	0.216728305	0.020120332	0.011738722
574406	0.049166105	0.043985254	0.063761011	0.053651349	0.029593888	0.169950279	0.13149039	0.299174393	0.043267132	0.070954452	0.150726188	0.009328611	0.097965949
574042	0	0	0	0	0	0	0	0	0	0	0	0	0
574040	0	0	0	0	0	0	0	0	0	0	0	0	0
574038	0	0	0	0	0	0	0	0	0	0	0	0	0
574036	0.012839993	0	0.095151605	0.070056692	0	0.036986191	0.193159251	0.114338051	0.484261896	0.350013695	1.338340457	0.024362168	0.184775749
574034	0	0	0	0	0	0	0	0	0	0	0	0	0
574030	0	0	0	0	0	0	0	0	0	0	0	0	0
574028	0	0.002419327	0	0	0	0	0	0	0	0	0.002901645	0	0.002095503
574016	0.037584118	0	0	0.025632988	0	0	0	0.02789004	0	0	0.028804961	0	0
572558	0.192089691	0	0.039541478	0	0.12846883	0.061480357	0	0.031676436	0.053664343	0.136896669	0	0	0.094505783
554313	0	0	0	0	0	0	0	0	0	0.010716121	0	0.012679946	0
554282	0.02726165	0.030486211	0.031566287	0.013944671	0.010255772	0.01963211	0.051264047	0.273105639	0.145658332	0.109285736	0.198490014	0.025862666	0.203700807
554279	0.058697109	0.07501705	0.054372346	0.030024296	0.132490336	0.052837416	0.576411734	0.348458824	0.424305661	0.18824266	0.258670845	0.027842478	0.454832613
554251	0.814525986	0.753121329	0.206542462	0.49345085	0.718981046	0.504646747	0.414530648	0.418714851	0.626412334	0.394018864	0.885826265	0.854748344	1.017513375
554235	42.76840761	61.86580172	46.89920734	43.10423384	51.68317363	17.79203609	8.043017757	15.13938173	34.53100782	7.653294009	19.10272519	10.97945289	23.74942332
554226	0	0	0	0	0	0	0	0	0	0	0	0	0.002884652
554223	0.020491376	0.087295759	0.059053822	0.018633942	0.047965932	0.042630145	0.015222881	0.067582364	0.054384669	0.029207202	0.184968345	0.095039133	0.050407535
554214	0	0	0	0	0	0	0	0	0	0	0	0	0
554213	0	0	0	0	0	0	0	0	0	0	0	0	0
554212	0	0	0	0	0	0	0	0	0	0	0	0	0
554210	0	0	0.287747625	0.211858189	0	0	0	1.152564294	0	0	0	0	0.343864415
554206	0.114488034	0.160951878	0.233315792	0.203015085	0.206736697	0.164894032	0.554965933	0.373815702	0.503758526	0.550747701	0.473823701	0.304116016	0.582981499
554203	1.563735342	1.987346016	1.607668797	2.192567148	1.963103553	2.168324856	1.450485725	2.783233189	1.99883008	2.712916577	4.351976087	2.856476588	2.894690571
554201	0	0	0	0	0	0	0	0	0	0	0.024855602	0	0
553158	0.019286883	0	0.014292671	0.005261589	0	0.005555676	0.045133427	0.022899542	0.004849381	0.061853372	0	0	0.03416008
553115	17.0302467	16.8973125	21.75963823	17.06309846	16.81170687	14.69024416	40.43513256	28.60864349	26.64233395	29.84218299	26.28186885	46.56882577	28.78424631
553103	0.690366451	0.317171534	0.108673324	0.517002202	0.651832049	0.415923119	0.158385628	0.904059007	0.629659114	0.303884731	0.663976027	0.993110095	0.724257654
552900	0.084997929	0.060350255	0.104980452	0.090175537	0.113692562	0.040806743	0.915592147	0.644760509	0.474919603	0.302877613	0.21714509	0.143353065	0.156817288
552891	0.017805736	0	0	0	0	0	0	0	0	0.014275827	0	0	0.00985523
552889	7.606983063	5.044087612	4.321814939	5.526868603	6.234961994	7.374085382	3.811420743	12.306337	6.055107827	18.68689944	8.684718457	7.765059813	10.00652683
552860	0	0	0	0	0	0	0	0.391347967	0.128916386	0	0.044909553	0	0
552859	0	0	0	0	0	0	0	0	0.015361736	0.019593741	0	0.023184471	0
552853	0.02483883	0.031744932	0.046017443	0.067761964	0.074754502	0.107324092	0.249109683	0	0.124906601	0	0.228441656	0.047128356	0.274959022
550631	0.088082428	0.060038698	0.087032079	0.088108044	0.076581936	0.076117649	0.444962999	0.264358279	0.142724662	0.08160588	0.072008029	0.144841338	0.18634256
550112	0.837070789	0.697443265	0.53549446	0.867383525	0.772472131	0.802630203	0.722775548	0.895713015	0.651172277	0.374495265	0.375709693	0.307116264	0.788390126
548645	8.464623647	12.08594362	10.71320239	9.274899164	8.311625312	10.12357534	2.28312011	4.335531488	3.403016578	5.99518476	4.64586371	6.677683458	8.608577817
548644	0.049728385	0.076639483	0.059612794	0.063841088	0.088036276	0.033704684	0.124682025	0.201875284	0.211454801	0.197004465	0.134514658	0.210906611	0.170001043
548596	0	0	0	0	0	0	0.277233678	0	0.015638435	0	0.006355807	0.196683956	0.045900203
548593	0	0	0	0.007136457	0	0	0.01749025	0.023294522	0.065773667	0.025168097	0.032078252	0	0.02316619
548313	0	0	0	0	0	0	0	0.046589044	0	0.067114926	0	0	0.069498571
542767	0	0	0	0	0	0	0	0	0	0	0	0	0
541578	2.28642962	1.457786979	2.027536974	1.506819201	2.195798054	2.212655768	4.61190488	4.910870199	3.817504655	4.984533766	3.733095386	4.445430544	4.072374345
541565	0.478033275	0.526504573	1.00082736	0.636149399	0.666705591	0.559754838	0.578164274	0.940189468	0.30292769	0.430004943	0.619554156	1.430559436	0.598004787
541473	0	0	0.021286143	0	0	0	0	0.017052199	0	0.018423705	0	0	0
541472	0	0	0	0	0	0	0.015797645	0.070134044	0	0	0	0	0.01046215
541471	0.238110866	0.20158405	0.516997851	0.134467638	0.104981705	0.240279703	4.971247493	2.313915196	2.183128588	2.152257223	2.396796414	0.624439627	0.975421982
541468	0.222504468	0.017773052	0.038645717	0.009484482	0.041852844	0.250364994	0.034867294	0.319908083	0.166087377	0.044598483	0.127897755	0.013192889	0.061576584
541466	0	0	0	0	0	0	0.162626322	0.086638041	0	0	0	0	0
541465	0	0	0	0	0	0	0	0	0	0	0	0	0
504190	0	0	0	0	0	0	0	0	0	0	0	0	0
504180	0	0	0	0	0	0	0	0	0	0	0	0	0
503841	0	0	0	0	0	0	0	0	0	0	0	0	0
503835	0	0	0	0	0	0	0	0	0	0	0	0.024313734	0.198593663
503834	0	0	0	0	0	0	0	0.029525567	0	0.031900304	0.030494141	0	0
503693	0.376695369	0.395842806	0.372203422	0.342549928	0.201545905	0.530487656	0.783563186	0.47210231	0.652474772	0.201344777	0.16680691	0.746494797	1.000779421
503645	0.06808813	0.029006372	0	0.092874452	0.136611221	0.0980655	0	0.269472779	0	0.036393305	0	0	0.050247793
503639	0.00298826	0	0	0.004076085	0	0	0.134862231	0.204009758	0.003756753	0.047917008	0.238185111	0.051028408	0.115777251
503637	0.011624304	0.005942514	0	0.031711866	0.034984298	0.003348434	0.606219309	0.85570364	0.005845494	0.201308465	0.612940478	0.397000091	0.43750468
503618	0	0	0	0	0	0	0	0	0	0	0	0	0
503614	0	0	0	0	0	0	0	0	0	0	0	0	0
503582	0	0.016608487	0	0	0	0	0	0	0	0	0	0	0
503569	0.197990057	0.105432719	0.030567047	0.150036089	0.1158631	0.087132145	0.358520272	0.146922445	0.041484551	0.141101686	0.261333746	0.208699802	0.2678739
503542	0.750072307	0.468775619	0.328315625	0.61274969	0.86823244	0.480796837	4.153911933	2.831962485	0.632100075	1.123445492	1.061289687	0.946168039	1.113162106
503538	0.466174943	0.477810662	0.666981069	0.856231734	0.500076306	0.584998919	0.547764812	1.267284263	0.307537224	0.177627472	0.268846302	0.113847124	0.551808202
503519	0	0.008262598	0	0	0	0	0	0	0.073149289	0	0	0	0
503497	0	0	0	0	0	0	0	0.044528861	0	0	0	0.018975653	0.033212661
497661	0.825193269	0.539031648	0.732307929	0.533613417	0.594810481	0.569307916	0.899109962	1.121887539	1.675223164	1.169647565	1.177429526	1.913625777	1.565297775
497634	0	0	0	0	0	0	0	0	0	0	0	0	0
497258	0.432479624	0.464288794	0.37177055	0.339791877	0.374855911	0.622888753	0.173494264	0.154046435	0.361017286	0.399447286	1.113699054	0.374180932	1.133663574
497190	0.028711253	0.020968017	0.030395231	0.011189456	0.024688251	0.01181487	0.020567599	0.127834525	0.025782105	0.046038746	0.590982851	0.210120793	0.036322935
497189	0.019588414	0.002781634	0.008064512	0.008906414	0.006550327	0	0.251023323	0.381165446	0.00273622	0.031410193	0.090076901	0.004129599	0.021683836
494551	0.02105742	0	0	0.005744603	0	0.006065687	0.014079051	0.018751291	0	0.006753152	0.019366419	0	0.06526796
494513	0.351534646	0.288340105	0.165247008	0.286271545	0.268440771	0.249374539	0.052620238	0.155739253	0.369381913	0.319704147	0.394078127	0.587349364	0.458835769
494470	0.40867586	0.269808289	0.121308089	0.240225924	0.268413114	0.583726894	0.084916319	0.080424138	0.039739529	0.01629237	0.28725753	0.010710052	0.047488763
494337	0	0	0	0	0	0	0	0.439829133	0	0	0	0	0
494336	0.414858785	0.667665153	1.209808997	0.827863017	0.832367773	0.918394899	0.038524412	0.684120403	0.318723979	0.394210194	0.400385524	0.029153298	0.27214061
494335	3.296602657	2.406551163	3.135706697	2.385542599	2.437967373	3.57356177	2.367319487	3.558991916	4.32311725	4.91192997	4.152685237	1.552264483	3.824436271
494334	0	0	0	0	0	0	0	0	0	0	0	0	0
494332	0	0	0	0	0	0	0	0	0	0	0	0	0
494330	0	0	0	0	0	0	0	0	0	0	0	0	0
494329	0	0	0	0	0	0.167270883	0	0	0	0	0	0	0
494328	0	0	0	0	0	0	0	0	0	0	0	0	0.130920855
494327	0.115101363	0	0	0.15700205	0	0.165777393	0	0.341652987	0.289404133	0.36913209	0.882151929	0.218389435	0.127414047
494326	0	0	0	0	0	0	0	0	0	0	0	0	0
494324	0	0	0	0	0	0	0	0	0	0	0	0	0
494323	0	0	0	0	0	0	0	0	0	0	0	0	0
494197	0	0	0	0	0	0	0	0	0	0	0	0	0
494188	0	0.014314179	0	0	0	0.008065625	0	0	0.021120719	0	0.042919642	0	0
494143	1.415023566	1.08507108	1.319805346	1.251262367	1.116054728	0.773042194	0.750346275	2.071125754	1.643973212	1.032787438	1.765105208	2.869977741	1.674419266
494141	0	0.004291644	0	0	0	0	0	0.024918686	0.037994187	0.005384579	0	0	0
494119	0	0	0	0	0	0	0	0	0	0	0	0	0
494118	0	0	0	0	0	0	0	0	0	0	0	0	0
494115	2.556983447	2.163497902	4.295850876	2.474996742	2.051612116	5.463908146	1.194521821	2.290492132	3.036154858	1.966769446	3.286245709	1.548259601	3.450473574
493913	0	0	0	0	0	0	0	0	0	0	0	0	0
493911	0.545803236	0.453965322	0.577815796	0.460876987	0.312883764	0.723716359	2.30250674	1.350080353	0.784191844	2.375543613	1.155334462	1.495850218	0.882308022
493901	0	0	0	0	0	0	0	0	0	0	0	0	0
493900	0.343917325	0.283573485	0.760475867	0.181592733	0.801327093	0.591206123	0.556316375	0.839725414	0.404468427	2.490529766	2.040640607	0.147347089	0.515796623
493869	0.463262155	0.298162711	0.493961797	0.318225459	0.310942396	0.57122055	0.54037094	1.5778927	0.62848881	0.454257691	1.011509885	0.208678219	0.881752637
493861	0.184916943	0.123792223	0.326271215	0.228210631	0.132505419	0.342425434	0.323808557	0.78412161	0.210331965	0.69187053	0.90432624	0.033414777	0.155960363
493860	0.050746912	0.023013564	0.063688141	0.031260853	0.059120132	0.028292675	0.032835029	0.063167841	0.059681563	0.068248422	0.045166179	0.167723086	0.195707976
493856	13.50452014	14.87671972	12.73396377	12.43779036	11.96519361	9.536365172	11.3732378	18.34730273	15.59118974	14.82758438	15.34883449	10.93036191	9.513582151
493829	0.003033259	0.009691541	0.008429313	0	0	0.004368722	0.007605172	0.009003561	0.0152533	0.017023503	0.00232473	0	0.015109807
493753	6.170100294	6.5245841	4.53431874	5.530112802	4.385814154	4.756129366	5.043478258	5.393165705	8.549585281	6.508494217	6.679807826	10.43078584	8.970687518
492311	2.408274665	2.344130941	1.319162263	1.835716282	2.423446714	2.588006581	1.364664339	2.882610629	2.943251748	4.848034416	5.885774815	3.112270494	4.762293437
492307	0	0.008001758	0	0	0	0	0.575589761	0	0.039355589	0.030118597	0	0	0
474384	0	0	0.054310524	0.00999672	0	0	0	0.010876957	0.018427097	0	0	0.041716231	0.008112776
474383	0	0	0	0	0	0	0	0	0	0	0	0.021917219	0
474382	0	0	0	0	0	0	0	0	0	0	0	0	0
474381	0	0	0	0	0	0	0	0	0	0	0	0	0
474354	0	0	0	0	0.023787607	0	0	0.011730575	0	0	0.024230783	0	0
474344	3.623942725	1.494721422	3.070067879	0.966166464	2.419271956	3.791231102	0.798481524	6.962631181	2.120571249	2.245168349	2.964282977	0.187525812	2.713303777
474343	0.392497204	0.41244785	0.517089102	0.463995234	0.39375088	0.339181891	0.145791526	0.427181813	0.021930489	1.286717543	1.002716672	1.158439223	0.695173797
474170	0.083957892	0.134126565	0.024745614	0.096302027	0.045941488	0.167642266	0.089304863	0.393639262	0.141532157	0.232537918	0.175490259	0.123094578	0.232347699
474152	0	0	0	0	0	0	0	0	0	0	0	0	0
474151	0	0	0	0	0	0	0	0	0	0	0	0	0
474150	0	0	0	0	0	0	0	0	0	0	0	0	0
474149	0	0	0	0	0	0	0	0	0	0	0	0	0
474148	0	0	0	0	0	0	0	0	0	0	0	0	0
449520	0	0	0	0	0	0.010689158	0	0.055073596	0.009330243	0	0.022752105	0	0
449493	0	0	0	0	0	0	0	0	0	0	0	0	0
449492	0	0	0	0	0	0	0.075606974	0.13426363	0	0	0	0	0
449491	0	0	0	0	0	0	0.075606974	0	0	0	0	0	0
448835	0	0	0	0	0	0	0	0	0	0	0	0	0.068170573
448834	0	0	0	0	0	0	0.008646865	0	0	0	0	0	0
448831	0	0	0	0	0.018448686	0	0	0	0	0	0.018792395	0	0.006785722
445815	0.106864803	0.020084871	0.037849529	0.017149072	0.156079527	0.151651049	0	0.034985799	0.025684043	0.032759742	0.11562718	0	0.066106812
445582	0.006150454	0	0.005697293	0	0	0.004429167	0	0.0410766	0.003866086	0.004931154	0.009427578	0.005834832	0.006808384
445577	0.011171016	0	0	0	0	0.032178627	0	0.016579348	0	0	0	0	0.012366008
445571	0.025115063	0.018723815	0.023264602	0.01570148	0.018896462	0.015071895	0.029735838	0.09629184	0.023680442	0.030204168	0.02887277	0.033753834	0.01969286
445372	0	0	0	0	0	0	0	0.005642161	0	0	0	0	0
445347	0.125027535	0.056142347	0.062603022	0.069138518	0.091527728	0.097337185	0	0.386161908	0.016992536	0.010836905	0.046616469	0	0.362837799
445329	0	0.008325225	0	0	0.019604642	0	0.021776642	0.029003386	0	0	0	0	0
445328	0.99694541	0.487965695	0.943139893	0.245933282	0.845854421	0.381881283	0.478647195	2.1013556	1.826662696	0	0.885998416	1.982124434	1.485151965
444882	0	0	0	0	0	0.009968896	0	0	0.004350774	0.005549368	0.010609505	0	0
442920	0	0	0	0.011610584	0.012808711	0	0.184961267	0.069481096	0.042803913	0.013648991	0	0.088826604	0.009422498
442919	0	0	0	0	0	0	0	0	0	0	0	0	0
442918	0	0	0	0	0	0	0	0	0	0	0	0	0
442917	0	0	0	0	0	0	0	0	0	0	0	0	0
442916	0	0	0	0	0	0	0	0	0	0	0	0	0
442915	0	0	0	0	0	0	0	0	0	0	0	0	0
442914	0	0	0	0	0	0	0	0	0	0	0	0	0
442912	0	0	0	0	0	0	0	0	0	0	0	0	0
442911	0	0	0	0	0	0	0	0	0	0	0	0	0
442910	0	0	0	0	0	0	0	0	0	0.210932623	0.201634727	0	0.291232107
442909	0	0	0	0.177618481	0	0	0	0	0	0	0	0	0
